type produit;numero AMM;nom produit;catégorie de condition d’emploi;condition d’emploi libelle;
PPP;9500199;PROPLANT;Conditions d'emploi du matériel utilisé;Condition: Il convient de rappeler que l'utilisation d'un matériel adapté et entretenu et la mise en œuvre de protections collectives constituent la première mesure de prévention contre les risques professionnels, avant la mise en place de protections complémentaires comme les protections individuelles. En tout état de cause, le port de combinaison de travail dédiée ou d'EPI doit être associé à des réflexes d'hygiène (ex : lavage des mains, douche en fin de traitement) et à un comportement rigoureux (ex : procédure d'habillage/déshabillage). Les modalités de nettoyage et de stockage des combinaisons de travail et des EPI réutilisables doivent être conformes à leur notice d'utilisation.;
PPP;9500199;PROPLANT;Protection de l'opérateur;Condition: - Traitement des plants sous serres (arrosage des substrats) : uniquement avec un système automatisé;
PPP;9500199;PROPLANT;Protection de l'opérateur;Condition: ● Pendant le mélange/chargement : - Gants en nitrile certifiés EN 374-3 . - Combinaison de travail tissée en polyester 65 %/coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant . - EPI partiel (blouse) de catégorie III et de type PB (3) à porter par-dessus la combinaison précitée . ● Pendant l'application : Si application avec tracteur avec cabine - Combinaison de travail cotte en polyester 65 %/coton 35 % avec un grammage d'au moins 230 g/m² avec traitement déperlant . - Gants en nitrile certifiés EN 374-2 à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation. Dans ce cas, les gants ne doivent être portés qu'à l'extérieur de la cabine et doivent être stockés après utilisation à l'extérieur de la cabine. Si application avec tracteur sans cabine - Combinaison de travail cotte en polyester 65 %/coton 35 % avec un grammage d'au moins 230 g/m² avec traitement déperlant . - Gants en nitrile certifiés EN 374-2 à usage unique pendant l'application et dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation. ● Pendant le nettoyage du matériel de pulvérisation : - Gants en nitrile certifiés EN 374-3 . - Combinaison de travail tissée en polyester 65 %/coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant . - EPI partiel (blouse) de catégorie III et de type PB (3) à porter par-dessus la combinaison précitée. ;
PPP;9500199;PROPLANT;Protection du travailleur;Condition: Combinaison de travail tissée en polyester 65 %/coton 35 %.;
PPP;9500199;PROPLANT;Environnement milieu;Condition: - SP 1 : Ne pas polluer l'eau avec le produit ou son emballage. [Ne pas nettoyer le matériel d'application près des eaux de surface. / Éviter la contamination via les systèmes d'évacuation des eaux à partir des cours de ferme ou des routes].;
PPP;9500199;PROPLANT;Respect LMR;Condition: Les conditions d'utilisation de la préparation, compte tenu des bonnes pratiques agricoles critiques proposées pour chaque usage figurant dans la liste des usages autorisés, permettent de respecter les limites maximales de résidus.;
PPP;2210036;BODY;Protection de l'opérateur;Condition: Dans le cadre d'une application effectuée à l'aide d'un pulvérisateur à rampe • pendant le mélange/chargement  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) .  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus l'EPI vestimentaire précité .  • pendant l'application  Si application avec tracteur avec cabine  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN ISO 374-2 (types A, B ou C) à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation. Dans ce cas, les gants ne doivent être portés qu'à l'extérieur de la cabine et doivent être stockés après utilisation à l'extérieur de la cabine .  Si application avec tracteur sans cabine  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN ISO 374-2 (types A, B ou C) à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation .  • pendant le nettoyage du matériel de pulvérisation  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) .  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus l'EPI vestimentaire précité.;
PPP;2210036;BODY;Délai de rentrée;Condition: - 48 heures;
PPP;2210036;BODY;Environnement milieu;Condition: - SP 1 : Ne pas polluer l'eau avec le produit ou son emballage. Ne pas nettoyer le matériel d'application près des eaux de surface. Éviter la contamination via les systèmes d'évacuation des eaux à partir des cours de ferme ou des routes.;
PPP;2210036;BODY;Environnement milieu;Condition: - SPe 1 : Pour protéger les eaux souterraines, ne pas appliquer le produit ou tout autre produit contenant de la clomazone plus d'une fois tous les 3 ans.;
PPP;2210036;BODY;Environnement faune;Condition: - SPe 2 : Pour protéger les organismes aquatiques, ne pas appliquer sur sol artificiellement drainé ayant une teneur en argile supérieure ou égale à 45 %.;
PPP;2210036;BODY;Environnement faune;Condition: - SPe 3 :Pour protéger les organismes aquatiques, respecter une zone non traitée  de 5 mètres comportant un dispositif végétalisé permanent non traité d'une largeur de 5 mètres en bordure des points d'eau.;
PPP;2210036;BODY;Environnement flore;Condition: - SPe 3 : Pour protéger les plantes non-cibles, respecter une zone non traitée de 5 mètres par rapport à la zone non cultivée adjacente.;
PPP;2210036;BODY;Stockage;Condition: - Ne pas stocker le produit dans un local où la température peut dépasser 40 °C.;
PPP;2210036;BODY;Utilisation;Condition: - Agiter le produit dans son emballage avant utilisation. ;
PPP;2210036;BODY;Respect LMR;Condition: ­Afin d'éviter la présence de résidus dans les cultures suivantes, ne pas implanter :  •	De cultures de légumes feuilles ou tiges moins de 365 jours après traitement,  •	De cultures de racines ou de tubercules moins de 120 jours après traitement, •	De cultures à cycle court (environ 30 jours entre le semis/la plantation et la récolte) moins de 90 jours après traitement. ;
PPP;2210036;BODY;Protection du travailleur;Condition: - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1.;
PPP;2210036;BODY;Etiquetage;Condition: Il est recommandé de faire figurer les informations suivantes sur l'étiquette :  - ­	Contient de la 1,2-benzisothiazol-3-one, du 5-chloro-2-methyl-4-isothiazolin-3-one et du 2-methyl-2H -isothiazol-3- one, peut produire une réaction allergique. Préciser les mesures limitant le transfert du métazachlore et de ses métabolites, comme notamment :  -Dans les sols argileux présentant des fentes de retrait importantes, un travail superficiel du sol est nécessaire afin de limiter les écoulements rapides vers les eaux souterraines. -L'utilisation est à éviter dans les parcelles qui présentent des zones d'infiltration rapide (autres que les bétoires référencées). -Dans les zones karstiques, l'utilisation doit être accompagnée de mesures permettant de freiner les transferts vers les eaux souterraines (comme l'enherbement des dolines par exemple). ;
PPP;2210036;BODY;Environnement milieu;Condition: SPe 1 : Pour protéger les eaux souterraines, ne pas appliquer ce produit ou tout autre produit contenant du métazachlore plus d'une fois tous les 3 ans à la dose de 500 g métazachlore/ha ou plus d'une fois tous les 4 ans à la dose de 750 g métazachlore/ha. ;
PPP;2210036;BODY;Environnement milieu;Condition: - SPe 2 : Pour protéger les eaux souterraines, ne pas appliquer ce produit sur une parcelle comportant une bétoire référencée.;
PPP;2210036;BODY;Conditions d'emploi du matériel utilisé;Condition: Des informations générales relatives aux bonnes pratiques de protection pourront être mises à disposition de l'utilisateur : -	l'utilisation d'un matériel adapté et entretenu et la mise en œuvre de protections collectives constituent la première mesure de prévention contre les risques professionnels, avant la mise en place de protections individuelles -	le port de combinaison de travail dédiée ou d'EPI doit être associé à des réflexes d'hygiène (ex : lavage des mains, douche en fin de traitement) et à un comportement rigoureux (ex : procédure d'habillage/déshabillage).  -	les modalités de nettoyage et de stockage des combinaisons de travail et des EPI réutilisables doivent être conformes à leur notice d'utilisation.;
PPP;2210036;BODY;Respect LMR;Condition: Pour chaque usage figurant dans la liste des usages autorisés, les conditions d'utilisation du produit permettent de respecter les limites maximales de résidus.;
PPP;2210036;BODY;Riverains;Condition: Respecter une distance d'au moins 5 mètres entre la rampe de pulvérisation et :          - l'espace fréquenté par les personnes présentes lors du traitement .            - l'espace susceptible d'être fréquenté par des résidents cette distance peut être réduite à 3 mètres en utilisant un matériel permettant une atténuation de la dérive d'au moins 50 %.  ;
PPP;2110098;CLERANDA;Protection de l'opérateur;Condition: Porter des gants et un vêtement de protection appropriés pendant les différentes étapes de manipulation de la préparation.;
PPP;2110098;CLERANDA;Délai de rentrée;Condition: - 48 heures;
PPP;2110098;CLERANDA;Environnement milieu;Condition: Spe 1: Pour protéger les eaux souterraines, ne pas appliquer ce produit ou tout autre produit contenant de l'imazamox plus d'une fois tous les 2 ans.;
PPP;2110098;CLERANDA;Environnement flore;Condition: - Pour protéger les plantes non-cibles, respecter une zone non traitée de 5 mètres par rapport à la zone adjacente non cultivée.;
PPP;2110098;CLERANDA;Utilisation;Condition: - En cas d'interruption prématurée de la culture, le colza traité ne pourra pas être suivi, à moins de 120 jours après l'application, par un semis de céréale à paille.;
PPP;2110098;CLERANDA;Stockage;Condition: - Ne pas stocker la préparation à plus de 40 °C.;
PPP;2110098;CLERANDA;Environnement faune;Condition: pour proteger les organismes aquatiques respecter une zone non traitée de 20 m par rapport aux points d'eau;
PPP;2110098;CLERANDA;Environnement milieu;Condition: - SPe 1 : Pour protéger les eaux souterraines, ne pas appliquer ce produit ou tout autre produit contenant du métazachlore plus d'une fois tous les 3 ans à la dose de 500 g métazachlore/ha ou plus d'une fois tous les 4 ans à la dose de 750 g métazachlore/ha. ;
PPP;2110098;CLERANDA;Environnement milieu;Condition: - SPe 2 : Pour protéger les eaux souterraines, ne pas appliquer ce produit sur une parcelle comportant une bétoire référencée.;
PPP;2110098;CLERANDA;Etiquetage;Condition:  Préciser les mesures limitant le transfert du métazachlore et de ses métabolites, comme notamment :  •	dans les sols argileux présentant des fentes de retrait importantes, un travail superficiel du sol est nécessaire afin de limiter les écoulements rapides vers les eaux souterraines . •	l'utilisation est à éviter dans les parcelles qui présentent des zones d'infiltration rapide (autres que les bétoires référencées) . •	dans les zones karstiques, l'utilisation doit être accompagnée de mesures permettant de freiner les transferts vers les eaux souterraines (comme l'enherbement des dolines par exemple). ;
PPP;2190882;TRACIAFIN PLUS;Délai de rentrée;Condition: - 24 heures.;
PPP;2190882;TRACIAFIN PLUS;Environnement faune;Condition: - Pour protéger les organismes aquatiques, respecter une zone non traitée de 5 mètres par rapport aux points d'eau. En cas de ruissellement possible sur la parcelle traitée, prévoir un dispositif végétalisé non traité d'une largeur de 5 mètres par rapport aux points d'eau.;
PPP;2190882;TRACIAFIN PLUS;Protection de l'opérateur;Condition: Dans le cadre d'une application effectuée à l'aide d'un pulvérisateur à rampe • pendant le mélange/chargement  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) .  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus l'EPI vestimentaire précité . .   OU - Combinaison de protection chimique catégorie III type 3 ou 4 (certifiée EN 14605+A1:2009).  • pendant l'application  Si application avec tracteur avec cabine  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN ISO 374-2 (types A, B ou C) à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation. Dans ce cas, les gants ne doivent être portés qu'à l'extérieur de la cabine et doivent être stockés après utilisation à l'extérieur de la cabine .  Si application avec tracteur sans cabine  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN ISO 374-2 (types A, B ou C) à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation .  • pendant le nettoyage du matériel de pulvérisation  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) .  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus l'EPI vestimentaire précité . OU -  Combinaison de protection chimique catégorie III type 3 ou 4 (certifiée EN 14605+A1:2009). ;
