type produit;numero AMM;nom produit;seconds noms commerciaux;titulaire;type commercial;gamme usage;mentions autorisees;Substances actives;fonctions;formulations;identifiant usage lib court;identifiant usage; date decision;stade cultural min (BBCH);stade cultural max (BBCH);etat usage;dose retenue;dose retenue unite;delai avant recolte jour;delai avant recolte bbch;nombre max d'application;date fin distribution;date fin utilisation;condition emploi;ZNT aquatique (en m);ZNT arthropodes non cibles (en m);ZNT plantes non cibles (en m);mentions autorisees;
PPP;2030404;BAROUD SC;;SIPCAM FRANCE;Produit de revente;Professionnel;;pendiméthaline (Pendimethalin) 400.0 g/L;Herbicide;Suspension concentrée;16855905;Graines protéagineuses*Désherbage;17/06/2025;00;18;Autorisé;3.0;L/ha;;;1;;;Uniquement sur les cultures de printemps de féveroles, de pois protéagineux et de lupin.;50.0;;;;
PPP;2030404;BAROUD SC;;SIPCAM FRANCE;Produit de revente;Professionnel;;pendiméthaline (Pendimethalin) 400.0 g/L;Herbicide;Suspension concentrée;00517065;Légumineuses potagères (sèches)*Désherbage;17/06/2025;00;07;Autorisé;3.0;L/ha;;;1;;;Uniquement sur cultures de printemps de pois-chiche.;50.0;;;;
PPP;2030404;BAROUD SC;;SIPCAM FRANCE;Produit de revente;Professionnel;;pendiméthaline (Pendimethalin) 400.0 g/L;Herbicide;Suspension concentrée;16755901;Cucurbitacées à peau non comestible*Désherbage;17/06/2025;11;19;Autorisé;3.0;L/ha;;;1;;;Uniquement sur melon et potiron.;50.0;;;;
PPP;2030404;BAROUD SC;;SIPCAM FRANCE;Produit de revente;Professionnel;;pendiméthaline (Pendimethalin) 400.0 g/L;Herbicide;Suspension concentrée;15105913;Orge*Désherbage;17/06/2025;00;13;Autorisé;2.5;L/ha;;;1;;;;50.0;;;;
PPP;2030404;BAROUD SC;;SIPCAM FRANCE;Produit de revente;Professionnel;;pendiméthaline (Pendimethalin) 400.0 g/L;Herbicide;Suspension concentrée;16805901;Oignon*Désherbage;17/06/2025;00;14;Autorisé;3.0;L/ha;;;1;;;;50.0;;;;
PPP;2030404;BAROUD SC;;SIPCAM FRANCE;Produit de revente;Professionnel;;pendiméthaline (Pendimethalin) 400.0 g/L;Herbicide;Suspension concentrée;16845901;Poireau*Désherbage;17/06/2025;;;Retrait;3.0;L/ha;;;1;;;;;;;;
PPP;2030404;BAROUD SC;;SIPCAM FRANCE;Produit de revente;Professionnel;;pendiméthaline (Pendimethalin) 400.0 g/L;Herbicide;Suspension concentrée;10995900;Porte graine*Désherbage;17/06/2025;00;08;Autorisé;0.8;L/ha;;;1;;;Uniquement sur concombre, cornichon et melon.;20.0;;;;
PPP;2030404;BAROUD SC;;SIPCAM FRANCE;Produit de revente;Professionnel;;pendiméthaline (Pendimethalin) 400.0 g/L;Herbicide;Suspension concentrée;19995900;PPAMC*Désherbage;17/06/2025;00;08;Autorisé;0.8;L/ha;90;;1;;;Uniquement sur cultures de coriandre, d'aneth et de cerfeuil destinées à la consommation des graines.;20.0;;;;
PPP;2030404;BAROUD SC;;SIPCAM FRANCE;Produit de revente;Professionnel;;pendiméthaline (Pendimethalin) 400.0 g/L;Herbicide;Suspension concentrée;15105915;Seigle*Désherbage;17/06/2025;00;13;Autorisé;2.5;L/ha;;;1;;;;50.0;;;;
PPP;2030404;BAROUD SC;;SIPCAM FRANCE;Produit de revente;Professionnel;;pendiméthaline (Pendimethalin) 400.0 g/L;Herbicide;Suspension concentrée;15805901;Soja*Désherbage;17/06/2025;00;07;Autorisé;2.3;L/ha;;;1;;;Uniquement sur soja.;50.0;;;;
PPP;2030404;BAROUD SC;;SIPCAM FRANCE;Produit de revente;Professionnel;;pendiméthaline (Pendimethalin) 400.0 g/L;Herbicide;Suspension concentrée;15565901;Sorgho*Désherbage (1);17/06/2025;;;Retrait;3.0;L/ha;;;1;;;;;;;;
PPP;2030404;BAROUD SC;;SIPCAM FRANCE;Produit de revente;Professionnel;;pendiméthaline (Pendimethalin) 400.0 g/L;Herbicide;Suspension concentrée;15855901;Tabac*Désherbage;17/06/2025;;;Autorisé;3.0;L/ha;;;1;;;Uniquement en pré plantation.;50.0;;;;
PPP;2030404;BAROUD SC;;SIPCAM FRANCE;Produit de revente;Professionnel;;pendiméthaline (Pendimethalin) 400.0 g/L;Herbicide;Suspension concentrée;16955901;Tomate - Aubergine*Désherbage;17/06/2025;;;Autorisé;3.0;L/ha;;;1;;;Uniquement en pré-plantation.;50.0;;;;
PPP;2030404;BAROUD SC;;SIPCAM FRANCE;Produit de revente;Professionnel;;pendiméthaline (Pendimethalin) 400.0 g/L;Herbicide;Suspension concentrée;15905901;Tournesol*Désherbage;17/06/2025;00;07;Autorisé;3.0;L/ha;;;1;;;;50.0;;;;
PPP;2030404;BAROUD SC;;SIPCAM FRANCE;Produit de revente;Professionnel;;pendiméthaline (Pendimethalin) 400.0 g/L;Herbicide;Suspension concentrée;15555901;Maïs*Désherbage;17/06/2025;;;Retrait;;;;;1;;;;;;;;
PPP;2030404;BAROUD SC;;SIPCAM FRANCE;Produit de revente;Professionnel;;pendiméthaline (Pendimethalin) 400.0 g/L;Herbicide;Suspension concentrée;10995900;Porte graine*Désherbage;17/06/2025;00;08;Autorisé;1.0;L/ha;;;1;;;Uniquement sur coloquinte, courgette, citrouille, oignon et potiron.;20.0;;;;
PPP;2030404;BAROUD SC;;SIPCAM FRANCE;Produit de revente;Professionnel;;pendiméthaline (Pendimethalin) 400.0 g/L;Herbicide;Suspension concentrée;10995900;Porte graine*Désherbage;17/06/2025;00;08;Autorisé;1.5;L/ha;;;1;;;Uniquement sur luzerne, trèfle violet, trèfle incarnat, trèfle blanc, sainfoin, vesce de printemps, reine-marguerite et haricot.;20.0;;;;
PPP;2030404;BAROUD SC;;SIPCAM FRANCE;Produit de revente;Professionnel;;pendiméthaline (Pendimethalin) 400.0 g/L;Herbicide;Suspension concentrée;10995900;Porte graine*Désherbage;17/06/2025;00;50;Autorisé;2.0;L/ha;;;1;;;Uniquement sur carotte, persil, céleri, panais, coriandre, échalote, fenouil, lupin vivace, choux, cerfeuil, aneth, chicorées bisannuelles, pois de senteur, poireau et ciboulette.;20.0;;;;
PPP;2030404;BAROUD SC;;SIPCAM FRANCE;Produit de revente;Professionnel;;pendiméthaline (Pendimethalin) 400.0 g/L;Herbicide;Suspension concentrée;10995900;Porte graine*Désherbage;17/06/2025;00;40;Autorisé;3.0;L/ha;;;1;;;Uniquement sur graminées porte-graine fourragère, fève et luzerne.;50.0;;;;
PPP;2030404;BAROUD SC;;SIPCAM FRANCE;Produit de revente;Professionnel;;pendiméthaline (Pendimethalin) 400.0 g/L;Herbicide;Suspension concentrée;16575901;Haricots et Pois écossés frais*Désherbage;17/06/2025;00;13;Autorisé;3.0;L/ha;;;1;;;Uniquement sur pois écossés frais.;50.0;;;;
PPP;2030404;BAROUD SC;;SIPCAM FRANCE;Produit de revente;Professionnel;;pendiméthaline (Pendimethalin) 400.0 g/L;Herbicide;Suspension concentrée;19275901;Céleri-branche*Désherbage;17/06/2025;00;13;Autorisé;2.0;L/ha;;;1;;;;20.0;;;;
PPP;2030404;BAROUD SC;;SIPCAM FRANCE;Produit de revente;Professionnel;;pendiméthaline (Pendimethalin) 400.0 g/L;Herbicide;Suspension concentrée;19995900;PPAMC*Désherbage;17/06/2025;00;07;Autorisé;3.0;L/ha;42;;1;;;Uniquement sur cultures d'angélique et de livèche destinées à la production de feuilles.;50.0;;;;
PPP;2030404;BAROUD SC;;SIPCAM FRANCE;Produit de revente;Professionnel;;pendiméthaline (Pendimethalin) 400.0 g/L;Herbicide;Suspension concentrée;19995900;PPAMC*Désherbage;17/06/2025;00;14;Autorisé;1.25;L/ha;28;;1;;;Uniquement sur persil.;20.0;;;;
PPP;2030404;BAROUD SC;;SIPCAM FRANCE;Produit de revente;Professionnel;;pendiméthaline (Pendimethalin) 400.0 g/L;Herbicide;Suspension concentrée;19995900;PPAMC*Désherbage;17/06/2025;00;14;Autorisé;1.5;L/ha;28;;1;;;Uniquement sur origan, romarin, sarriette vivace en culture installée après coupe. ;20.0;;;;
PPP;2030404;BAROUD SC;;SIPCAM FRANCE;Produit de revente;Professionnel;;pendiméthaline (Pendimethalin) 400.0 g/L;Herbicide;Suspension concentrée;19995900;PPAMC*Désherbage;17/06/2025;00;14;Autorisé;2.0;L/ha;42;;1;;;Uniquement sur ciboulette.;20.0;;;;
PPP;2030404;BAROUD SC;;SIPCAM FRANCE;Produit de revente;Professionnel;;pendiméthaline (Pendimethalin) 400.0 g/L;Herbicide;Suspension concentrée;19995900;PPAMC*Désherbage;17/06/2025;00;07;Autorisé;3.0;L/ha;;;1;;;Uniquement sur onagre et sur cultures d'angélique et de livèche destinées à la production de racines.;50.0;;;;
PPP;2030404;BAROUD SC;;SIPCAM FRANCE;Produit de revente;Professionnel;;pendiméthaline (Pendimethalin) 400.0 g/L;Herbicide;Suspension concentrée;16575901;Haricots et Pois écossés frais*Désherbage;17/06/2025;00;13;Autorisé;2.0;L/ha;;;1;;;Uniquement sur fève fraîche.;50.0;;;;
PPP;2030404;BAROUD SC;;SIPCAM FRANCE;Produit de revente;Professionnel;;pendiméthaline (Pendimethalin) 400.0 g/L;Herbicide;Suspension concentrée;19995900;PPAMC*Désherbage;17/06/2025;00;08;Autorisé;0.8;L/ha;28;;1;;;Uniquement sur cultures de coriandre, d'aneth et de cerfeuil destinées à la consommation des feuilles.;20.0;;;;
PPP;2030404;BAROUD SC;;SIPCAM FRANCE;Produit de revente;Professionnel;;pendiméthaline (Pendimethalin) 400.0 g/L;Herbicide;Suspension concentrée;19335901;PPAM - non alimentaires*Désherbage;17/06/2025;00;07;Autorisé;2.5;L/ha;;;1;;;Uniquement sur pavot de Californie et gaude.;50.0;;;;
PPP;2030404;BAROUD SC;;SIPCAM FRANCE;Produit de revente;Professionnel;;pendiméthaline (Pendimethalin) 400.0 g/L;Herbicide;Suspension concentrée;19335901;PPAM - non alimentaires*Désherbage;17/06/2025;00;14;Autorisé;3.0;L/ha;;;1;;;Uniquement sur bleuet, chardon-marie, millepertuis perforé et pyrèthre de Dalmatie.;50.0;;;;
PPP;2140023;STALLION SYNC TEC;;FMC FRANCE;Produit de référence;Professionnel;;clomazone (Clomazone) 30.0 g/L | pendiméthaline (Pendimethalin) 333.0 g/L;Herbicide;Suspension de capsules;16855905;Graines protéagineuses*Désherbage;28/03/2025;00;09;Autorisé;2.4;L/ha;;;1;;;Uniquement sur graines protéagineuses de printemps. Efficacité montrée sur dicotylédones.;20.0;;20.0;;
PPP;2140023;STALLION SYNC TEC;;FMC FRANCE;Produit de référence;Professionnel;;clomazone (Clomazone) 30.0 g/L | pendiméthaline (Pendimethalin) 333.0 g/L;Herbicide;Suspension de capsules;16575901;Haricots et Pois écossés frais*Désherbage;28/03/2025;00;09;Autorisé;2.4;L/ha;;;1;;;Uniquement sur pois écossés frais de printemps. Efficacité montrée sur dicotylédones.;20.0;;20.0;;
PPP;2190874;SULFURMAX;;EVERGREEN GARDEN CARE France SAS;Produit de référence;Amateur / emploi autorisé dans les jardins;Liste biocontrôle | Emploi autorisé dans les jardins | Production biologique amateur;soufre (Sulphur) 4.0 g/L;Fongicide;Autre liquide;17303201;Rosier*Trt Part.Aer.*Maladies des taches noires;30/01/2023;15;93;Autorisé;100.0;mL/m²;;;6;;;Également autorisé sous abri.;;;;;
PPP;2190874;SULFURMAX;;EVERGREEN GARDEN CARE France SAS;Produit de référence;Amateur / emploi autorisé dans les jardins;Liste biocontrôle | Emploi autorisé dans les jardins | Production biologique amateur;soufre (Sulphur) 4.0 g/L;Fongicide;Autre liquide;17303203;Rosier*Trt Part.Aer.*Oïdium(s);30/01/2023;15;93;Autorisé;100.0;mL/m²;;;6;;;Également autorisé sous abri.;;;;;
PPP;2190874;SULFURMAX;;EVERGREEN GARDEN CARE France SAS;Produit de référence;Amateur / emploi autorisé dans les jardins;Liste biocontrôle | Emploi autorisé dans les jardins | Production biologique amateur;soufre (Sulphur) 4.0 g/L;Fongicide;Autre liquide;17403202;Cultures florales et plantes vertes*Trt Part.Aer.*Oïdium(s);30/01/2023;14;69;Autorisé;100.0;mL/m²;;;6;;;Également autorisé sous abri. ;;;;;
PPP;2190874;SULFURMAX;;EVERGREEN GARDEN CARE France SAS;Produit de référence;Amateur / emploi autorisé dans les jardins;Liste biocontrôle | Emploi autorisé dans les jardins | Production biologique amateur;soufre (Sulphur) 4.0 g/L;Fongicide;Autre liquide;14053204;Arbres et arbustes*Trt Part.Aer.*Oïdium(s);30/01/2023;15;93;Autorisé;100.0;mL/m²;;;6;;;Également autorisé sous abri.;;;;;
PPP;2180858;BIOX-M AMATEUR;;XEDA INTERNATIONAL;Produit de référence;Amateur / emploi autorisé dans les jardins;Emploi autorisé dans les jardins | Liste biocontrôle | Production biologique amateur;huile de menthe verte (Plant oils / Spearmint oil) 286.0 g/kg;Inhibiteur de germination;Produit diffuseur de vapeur;15654808;Pomme de terre*Trt Prod. Réc.*Limit. Destruct. Germes;11/01/2019;;;Autorisé;2.33;g/kg;;;3;;;Un sachet (14 g de produit) pour 6 kg de pommes de terre.;;;;;
PPP;2190143;BOTAVER;;SBM DEVELOPPEMENT;Produit de référence;Amateur / emploi autorisé dans les jardins;Emploi autorisé dans les jardins | Production biologique amateur;pyréthrines (Pyrethrins) 4.2 g/L | azadirachtine A (Azadirachtin) 4.1 g/L;Insecticide;Concentré émulsionnable;17303101;Rosier*Trt Part.Aer.*Acariens;22/05/2019;10;89;Autorisé;5.0;mL/L;;;4;;;Uniquement autorisé sous abri hors sol.;;;;;
PPP;2190143;BOTAVER;;SBM DEVELOPPEMENT;Produit de référence;Amateur / emploi autorisé dans les jardins;Emploi autorisé dans les jardins | Production biologique amateur;pyréthrines (Pyrethrins) 4.2 g/L | azadirachtine A (Azadirachtin) 4.1 g/L;Insecticide;Concentré émulsionnable;17303117;Rosier*Trt Part.Aer.*Aleurodes;22/05/2019;10;89;Autorisé;5.0;mL/L;;;4;;;Uniquement autorisé sous abri hors sol.;;;;;
PPP;2190143;BOTAVER;;SBM DEVELOPPEMENT;Produit de référence;Amateur / emploi autorisé dans les jardins;Emploi autorisé dans les jardins | Production biologique amateur;pyréthrines (Pyrethrins) 4.2 g/L | azadirachtine A (Azadirachtin) 4.1 g/L;Insecticide;Concentré émulsionnable;00701016;Plantes d'intérieur et balcons*Trt Part.Aer.*Acariens;22/05/2019;10;89;Autorisé;5.0;mL/L;;;4;;;;;;;;
PPP;2190143;BOTAVER;;SBM DEVELOPPEMENT;Produit de référence;Amateur / emploi autorisé dans les jardins;Emploi autorisé dans les jardins | Production biologique amateur;pyréthrines (Pyrethrins) 4.2 g/L | azadirachtine A (Azadirachtin) 4.1 g/L;Insecticide;Concentré émulsionnable;00701017;Plantes d'intérieur et balcons*Trt Part.Aer.*Aleurodes;22/05/2019;10;89;Autorisé;5.0;mL/L;;;4;;;;;;;;
PPP;2190143;BOTAVER;;SBM DEVELOPPEMENT;Produit de référence;Amateur / emploi autorisé dans les jardins;Emploi autorisé dans les jardins | Production biologique amateur;pyréthrines (Pyrethrins) 4.2 g/L | azadirachtine A (Azadirachtin) 4.1 g/L;Insecticide;Concentré émulsionnable;00701020;Plantes d'intérieur et balcons*Trt Part.Aer.*Pucerons;22/05/2019;10;89;Autorisé;5.0;mL/L;;;4;;;;;;;;
PPP;2190143;BOTAVER;;SBM DEVELOPPEMENT;Produit de référence;Amateur / emploi autorisé dans les jardins;Emploi autorisé dans les jardins | Production biologique amateur;pyréthrines (Pyrethrins) 4.2 g/L | azadirachtine A (Azadirachtin) 4.1 g/L;Insecticide;Concentré émulsionnable;17403102;Cultures florales et plantes vertes*Trt Part.Aer.*Aleurodes;22/05/2019;10;89;Autorisé;5.0;mL/L;;;4;;;Uniquement autorisé sous abri hors sol.;;;;;
PPP;2190143;BOTAVER;;SBM DEVELOPPEMENT;Produit de référence;Amateur / emploi autorisé dans les jardins;Emploi autorisé dans les jardins | Production biologique amateur;pyréthrines (Pyrethrins) 4.2 g/L | azadirachtine A (Azadirachtin) 4.1 g/L;Insecticide;Concentré émulsionnable;17403101;Cultures florales et plantes vertes*Trt Part.Aer.*Acariens, phytoptes et tarsonèmes;22/05/2019;10;89;Autorisé;5.0;mL/L;;;4;;;Uniquement autorisé sous abri hors sol.;;;;;
PPP;2190143;BOTAVER;;SBM DEVELOPPEMENT;Produit de référence;Amateur / emploi autorisé dans les jardins;Emploi autorisé dans les jardins | Production biologique amateur;pyréthrines (Pyrethrins) 4.2 g/L | azadirachtine A (Azadirachtin) 4.1 g/L;Insecticide;Concentré émulsionnable;17403104;Cultures florales et plantes vertes*Trt Part.Aer.*Pucerons;22/05/2019;10;89;Autorisé;5.0;mL/L;;;4;;;Uniquement autorisé sous abri hors sol.;;;;;
PPP;2190143;BOTAVER;;SBM DEVELOPPEMENT;Produit de référence;Amateur / emploi autorisé dans les jardins;Emploi autorisé dans les jardins | Production biologique amateur;pyréthrines (Pyrethrins) 4.2 g/L | azadirachtine A (Azadirachtin) 4.1 g/L;Insecticide;Concentré émulsionnable;17303108;Rosier*Trt Part.Aer.*Pucerons;22/05/2019;10;89;Autorisé;5.0;mL/L;;;4;;;Uniquement autorisé sous abri hors sol.;;;;;
PPP;2110075;BIOXEDA;;XEDA INTERNATIONAL;Produit de référence;Professionnel;Liste biocontrôle | Utilisable en agriculture biologique;huile de plantes / huile clous de girofle (Plant oils / Clove oil) 203.8 g/L;Fongicide;Concentré émulsionnable;12604201;Fruits à pépins*Trt Prod. Réc.*Maladies de conservation;27/10/2011;;;Autorisé;8.0;L;;;1;;;Pomme, poire: Efficacité acceptable uniquement en traitement par thermothérapie à 48°C sur Gloeosporium  des pommes et des poires. Autorisé uniquement contre Gloeosporium. Temps de contact 2 mn  1 litre de spécialité permet de traiter 4,125 tonnes de fruits.;;;;;
PPP;2110075;BIOXEDA;;XEDA INTERNATIONAL;Produit de référence;Professionnel;Liste biocontrôle | Utilisable en agriculture biologique;huile de plantes / huile clous de girofle (Plant oils / Clove oil) 203.8 g/L;Fongicide;Concentré émulsionnable;12604201;Fruits à pépins*Trt Prod. Réc.*Maladies de conservation;27/10/2011;;;Autorisé;6.0;L;;;1;;;Pomme, poire: Efficacité acceptable uniquement en traitement par thermothérapie à 48°C sur Gloeosporium  des pommes et des poires. Autorisé uniquement contre Gloeosporium. Temps de contact 2 mn  1 litre de spécialité permet de traiter  5,5 tonnes de fruits.;;;;;
PPP;2190396;ALOHA;;SARL HMWC;Produit de revente;Professionnel;;Metsulfuron-methyl (Metsulfuron-methyl) 200.0 g/kg;Herbicide;Granulé soluble dans l'eau;15105913;Orge*Désherbage;27/06/2019;;39;Autorisé;0.03;kg/ha;;;1;;;Uniquement sur orge de printemps. Les usages sur orge d'hiver ne sont pas autorisés au motif qu'ils ne sont pas autorisés pour le produit de référence.;5.0;;5.0;;
PPP;2110021;KENTAN 40 WG;;ISAGRO SPA;Produit de référence;Professionnel;Utilisable en agriculture biologique;cuivre (Copper compounds) 400.0 g/kg;Fongicide;Granulé dispersable;12703203;Vigne*Trt Part.Aer.*Mildiou(s);28/04/2011;;;Autorisé;3.0;kg/ha;21;;3;;;;20.0;5.0;5.0;;
PPP;2110180;NORDOX 75 WG JARDIN;;NORDOX AS;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Emploi autorisé dans les jardins | Production biologique amateur;cuivre de l'oxyde cuivreux (Copper compounds) 750.0 g/kg;Fongicide;Granulé dispersable;16103301;Artichaut*Trt Part.Aer.*Bactériose(s);30/11/2011;;;Autorisé;0.333;g/m²;21;;3;;;;5.0;;;;
PPP;2110180;NORDOX 75 WG JARDIN;;NORDOX AS;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Emploi autorisé dans les jardins | Production biologique amateur;cuivre de l'oxyde cuivreux (Copper compounds) 750.0 g/kg;Fongicide;Granulé dispersable;16103202;Artichaut*Trt Part.Aer.*Mildiou(s);30/11/2011;;;Autorisé;0.333;g/m²;21;;3;;;;5.0;;;;
PPP;2110180;NORDOX 75 WG JARDIN;;NORDOX AS;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Emploi autorisé dans les jardins | Production biologique amateur;cuivre de l'oxyde cuivreux (Copper compounds) 750.0 g/kg;Fongicide;Granulé dispersable;16203204;Carotte*Trt Part.Aer.*Champignons (pythiacées);30/11/2011;;;Autorisé;0.333;g/m²;21;;3;;;;5.0;;;;
PPP;2110180;NORDOX 75 WG JARDIN;;NORDOX AS;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Emploi autorisé dans les jardins | Production biologique amateur;cuivre de l'oxyde cuivreux (Copper compounds) 750.0 g/kg;Fongicide;Granulé dispersable;16253301;Céleris*Trt Part.Aer.*Bactériose(s) (1);30/11/2011;;;Autorisé;0.333;g/m²;21;;3;;;;5.0;;;;
PPP;2110180;NORDOX 75 WG JARDIN;;NORDOX AS;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Emploi autorisé dans les jardins | Production biologique amateur;cuivre de l'oxyde cuivreux (Copper compounds) 750.0 g/kg;Fongicide;Granulé dispersable;12203301;Cerisier*Trt Part.Aer.*Bactériose(s);30/11/2011;;;Autorisé;1.67;g/L;21;;4;;;;5.0;;;;
PPP;2110180;NORDOX 75 WG JARDIN;;NORDOX AS;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Emploi autorisé dans les jardins | Production biologique amateur;cuivre de l'oxyde cuivreux (Copper compounds) 750.0 g/kg;Fongicide;Granulé dispersable;16353301;Chicorées - Production de racines*Trt Part.Aer.*Bactériose(s);30/11/2011;;;Autorisé;0.333;g/m²;21;;3;;;;5.0;;;;
PPP;2110180;NORDOX 75 WG JARDIN;;NORDOX AS;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Emploi autorisé dans les jardins | Production biologique amateur;cuivre de l'oxyde cuivreux (Copper compounds) 750.0 g/kg;Fongicide;Granulé dispersable;16403301;Choux*Trt Part.Aer.*Bactériose(s);30/11/2011;;;Autorisé;0.333;g/m²;21;;3;;;;5.0;;;;
PPP;2110180;NORDOX 75 WG JARDIN;;NORDOX AS;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Emploi autorisé dans les jardins | Production biologique amateur;cuivre de l'oxyde cuivreux (Copper compounds) 750.0 g/kg;Fongicide;Granulé dispersable;16403202;Choux*Trt Part.Aer.*Mildiou(s);30/11/2011;;;Autorisé;0.333;g/m²;21;;3;;;;5.0;;;;
PPP;2110180;NORDOX 75 WG JARDIN;;NORDOX AS;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Emploi autorisé dans les jardins | Production biologique amateur;cuivre de l'oxyde cuivreux (Copper compounds) 750.0 g/kg;Fongicide;Granulé dispersable;16553301;Fraisier*Trt Part.Aer.*Bactériose(s);30/11/2011;;;Autorisé;0.333;g/m²;21;;3;;;;5.0;;;;
PPP;2110180;NORDOX 75 WG JARDIN;;NORDOX AS;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Emploi autorisé dans les jardins | Production biologique amateur;cuivre de l'oxyde cuivreux (Copper compounds) 750.0 g/kg;Fongicide;Granulé dispersable;16553207;Fraisier*Trt Part.Aer.*Maladies des taches brunes;30/11/2011;;;Autorisé;0.333;g/m²;21;;3;;;;5.0;;;;
PPP;2110180;NORDOX 75 WG JARDIN;;NORDOX AS;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Emploi autorisé dans les jardins | Production biologique amateur;cuivre de l'oxyde cuivreux (Copper compounds) 750.0 g/kg;Fongicide;Granulé dispersable;16563301;Haricots*Trt Part.Aer.*Bactériose(s) (1);30/11/2011;;;Autorisé;0.333;g/m²;21;;3;;;;5.0;;;;
PPP;2110180;NORDOX 75 WG JARDIN;;NORDOX AS;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Emploi autorisé dans les jardins | Production biologique amateur;cuivre de l'oxyde cuivreux (Copper compounds) 750.0 g/kg;Fongicide;Granulé dispersable;12013301;Kiwi*Trt Part.Aer.*Bactériose(s);30/11/2011;;;Autorisé;1.67;g/L;21;;4;;;;5.0;;;;
